id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50287293,Skøn lille lejlighed i København,2893544,Ann,,Vanlse,55.68792,12.48422,Entire home/apt,609,2,42,2022-09-14,2.78,1,24,32,
50294374,Hyggelig lejlighed udlejes mens vi på ferie,405149026,Zeinab,,Vesterbro-Kongens Enghave,55.64634,12.52618,Entire home/apt,400,15,0,,,1,0,0,
50295953,Bright Scandinavian Apartment,38333024,Sandra Krossdal,,Vesterbro-Kongens Enghave,55.67148,12.54395,Entire home/apt,700,1,0,,,1,0,0,
50298071,Lille hyggelig nyrenoveret lejlighed,69477554,Frederik,,Frederiksberg,55.68732,12.53708,Entire home/apt,595,3,0,,,1,0,0,
50304702,Small apartment at cozy bopa plads,32838148,Laurids,,sterbro,55.70571,12.57988,Entire home/apt,643,2,10,2022-09-16,0.67,1,11,5,
50306346,Townhouse with private terrasse and common garden,9480538,Ayo,,Indre By,55.68294,12.61312,Entire home/apt,1390,2,8,2022-08-20,0.56,2,0,5,
50315988,Penthouse by the Lakes & Forum with sunny balcony,148859522,Emil,,Frederiksberg,55.68132,12.55183,Entire home/apt,950,5,3,2022-08-07,1.27,1,21,3,
50317241,Spacious penthouse in central Copenhagen,27249912,Clara Filomena,,Vesterbro-Kongens Enghave,55.66616,12.54157,Entire home/apt,2000,4,5,2022-09-12,0.97,1,68,5,
50317848,Penthouse på Christianshavn,65852721,Sanne,,Indre By,55.66964,12.58636,Entire home/apt,2000,7,1,2021-08-07,0.07,1,0,0,
50318314,122 m2 charming apartment close to the lakes,19565010,Anne Kristine,,Frederiksberg,55.68099,12.55223,Entire home/apt,1600,3,3,2022-08-07,0.21,1,28,2,
50320202,Central and cozy in trendy Vesterbro <3,6068740,Silan,,Vesterbro-Kongens Enghave,55.66641,12.55605,Entire home/apt,1021,2,12,2022-09-19,0.85,1,0,7,
50322401,Oasis near Old Habour,6117812,Anders Haubart,,Indre By,55.68135,12.59295,Entire home/apt,1500,6,6,2022-08-14,0.41,1,0,4,
50327607,Large and cozy apartment,22829272,Ida,,Vesterbro-Kongens Enghave,55.66791,12.54966,Entire home/apt,2200,10,1,2022-06-25,0.33,1,0,1,
50328141,Beautiful Copenhagen apt in the heart of Østerbro,40290192,Jennifer,,sterbro,55.70753,12.58534,Entire home/apt,700,7,4,2022-08-18,0.26,1,0,2,
50333080,Villalejlighed tæt på Metro og strand m. parkering,187073773,Thomas,,Amager st,55.64631,12.63072,Entire home/apt,563,2,15,2022-08-04,1.09,1,7,11,
50334698,"170 sqm in the heart of the city, balcony+light",4371454,Maja,,Indre By,55.68396,12.5693,Entire home/apt,1859,5,7,2022-07-25,0.48,2,0,4,
50337904,Cozy apartment in Frederiksberg near the metro,357838396,Gulliver Stadil,,Frederiksberg,55.68279,12.53606,Entire home/apt,895,3,2,2022-07-04,0.67,1,0,2,
50344380,Stille lejlighed med stor altan på Islands Brygge,192978356,Elisabeth,,Amager Vest,55.6663,12.58006,Entire home/apt,650,1,9,2022-09-05,0.60,1,0,6,
50352970,Beautiful and big Nordic style apartment  at metro,135697576,Julie Birk,,sterbro,55.71344,12.56984,Entire home/apt,1200,3,2,2022-07-30,0.98,1,0,2,
50353399,Idyllisk lejlighed i centrum,66249977,Sille,,Nrrebro,55.69123,12.5598,Entire home/apt,850,1,9,2022-04-16,0.60,1,0,4,
50354860,Bright apartment with views of the park,45570608,Lars,,Nrrebro,55.69543,12.5438,Entire home/apt,950,3,2,2022-03-18,0.13,1,0,1,
50354986,"State-of-the-art apartment from 2021, sea view",406683341,Rebecca,,Vesterbro-Kongens Enghave,55.65918,12.56083,Entire home/apt,1200,3,6,2022-05-28,0.59,1,86,6,
50355648,Penthouse with a view - Bedroom only,3549909,Per,,Vesterbro-Kongens Enghave,55.64614,12.54768,Entire home/apt,750,1,2,2021-08-11,0.14,2,50,0,
50357277,Spacious apartment in Copenhagen with balcony,48342923,Mads,,Vesterbro-Kongens Enghave,55.6701,12.54253,Entire home/apt,750,2,6,2022-08-14,0.50,1,31,6,
50357286,Lys artistisk lejlighed i hjertet af København,77346734,Melisa,,Nrrebro,55.68215,12.55437,Entire home/apt,1057,2,20,2022-08-04,1.37,1,0,15,
50357617,Charming 2 room apartment in central Nørrebro,44973470,Matilde,,Nrrebro,55.69243,12.54728,Entire home/apt,700,3,20,2022-08-02,1.37,1,24,15,
50359497,Great central located flat with private balcony,406730389,Maria,,Amager Vest,55.66562,12.57988,Entire home/apt,700,3,38,2022-09-03,2.47,1,0,24,
50361644,Penthouse apartment - 10 min from city center,249572325,Sheila,,Amager st,55.65768,12.60885,Entire home/apt,2500,4,4,2022-08-01,0.27,1,0,3,
50362299,2V. lejlighed centralt i Valby.,399947569,Elias,,Valby,55.6615,12.5085,Entire home/apt,800,1,3,2021-09-16,0.22,1,364,0,
50365931,Plads til børn - 500 m fra Amager Strand,8481061,Nina,,Amager st,55.64997,12.63344,Entire home/apt,1200,3,3,2022-07-29,1.27,2,93,3,
50367389,"Lovely apartment near beach, airport and Metro",35749235,Molly,,Amager st,55.66203,12.62572,Entire home/apt,1000,4,6,2022-07-26,0.40,1,0,2,
50371403,Nice cozy apartment close to city center,96063470,Cæcilia,,Frederiksberg,55.68131,12.54628,Entire home/apt,860,1,10,2022-04-17,0.66,1,0,2,
50372136,Smuk udsigt over søerne i stor central bolig i Kbh,2150820,Katrine,,Vesterbro-Kongens Enghave,55.6738,12.5565,Entire home/apt,1900,3,4,2022-07-31,1.82,1,2,4,
50372142,Stay in the city’s most trendy neighborhood,32749481,Katja,,Vesterbro-Kongens Enghave,55.67107,12.54999,Entire home/apt,1200,2,7,2022-08-17,1.36,1,0,7,
50372916,little cozy apartment close to the airport&beach,26261400,Ewelina,,Amager st,55.6466,12.62583,Entire home/apt,750,1,16,2021-12-13,1.04,1,0,10,
50373280,"Charming apartment only 2,4 km from centrum",149041793,Ida,,Amager st,55.66416,12.60428,Entire home/apt,900,3,0,,,2,0,0,
50373306,"Sød, lys lejlighed tæt på stranden og centrum",353016959,Bjarke Tobias,,Amager st,55.66595,12.62187,Entire home/apt,400,1,2,2022-01-01,0.22,1,0,2,
50373986,Cozy apartment in a beautiful part of Nørrebro,50313565,Asbjørn Øster,,Nrrebro,55.68688,12.54688,Entire home/apt,830,7,9,2022-08-18,0.62,1,0,8,
50374741,Wonderful appartment in Copenhagen - Nørrebro,11793082,Mia,,Nrrebro,55.69194,12.55368,Entire home/apt,1257,2,13,2022-09-18,0.87,1,7,9,
50376065,Family apartment with private garden,74256767,Ingólfur,,Amager Vest,55.64991,12.61259,Entire home/apt,800,7,2,2022-02-27,0.14,1,20,1,
50376301,Bright new apartment,168928489,Kristine,,Valby,55.66779,12.50309,Entire home/apt,750,4,4,2022-07-11,0.28,1,0,1,
50377357,Dejlig personlig  lejlighed i hjertet af Vesterbro,19097483,Pernille,,Vesterbro-Kongens Enghave,55.66569,12.54675,Entire home/apt,1093,3,14,2022-09-19,0.95,1,268,11,
50377910,"""Hygge"" Haus im Herzen Kopenhagens mit Garten",53408972,Sara,,Bispebjerg,55.71953,12.53896,Entire home/apt,2500,3,4,2022-08-22,0.30,1,345,2,
50383578,Cosy flat in the heart of Nørrebro.,58343329,Rebecca,,Nrrebro,55.6951,12.54904,Entire home/apt,850,2,4,2022-08-24,0.52,1,0,4,
50384113,Skøn lejlighed med 10 min til centrum,106530123,Hans,,Bispebjerg,55.70079,12.52262,Private room,397,2,8,2022-09-20,0.54,1,25,6,
50384365,A lovely and quiet apartment close to everything,92026074,Cecilie,,Valby,55.66185,12.5166,Entire home/apt,750,3,6,2022-08-04,0.57,1,0,6,
50384722,Family holiday in Copenhagen near Beach & Metro,49637075,Signe,,Amager st,55.65624,12.62925,Entire home/apt,1500,14,0,,,1,0,0,
50386926,"Cozy, spacious family home with central location",16181240,Peter,,sterbro,55.69996,12.59259,Entire home/apt,3200,1,6,2021-11-14,0.43,1,55,2,
50387448,Lejlighed på Østerbro m. kort til søerne/centrum,228494044,Magnus,,sterbro,55.69859,12.58065,Entire home/apt,1250,2,1,2022-08-14,0.71,1,0,1,
50387727,Charmerende lejlighed på Østerbro,14042118,Andrea,,sterbro,55.70234,12.58579,Entire home/apt,1200,3,4,2022-05-29,0.28,1,0,2,
50388285,Københavns mest charmerende værelse med balkon,157698767,Mads,,Nrrebro,55.70116,12.53963,Private room,650,1,0,,,1,327,0,
50388425,Charming 17th century flat -,3217104,Louise,,Indre By,55.67404,12.59226,Entire home/apt,1800,3,17,2022-08-28,1.20,1,28,11,
50393628,Big beautiful apartment in downtown hip Nørrebro!,31607596,Liva,,Nrrebro,55.68665,12.55519,Entire home/apt,1600,3,18,2022-07-31,1.22,1,0,15,
50394737,Lys og lækker.,173377947,Stine,,Amager st,55.66455,12.61273,Entire home/apt,800,3,14,2022-09-09,0.92,1,0,7,
50394950,Unique apartment in the heart of Copenhagen,18810415,Jacob,,Frederiksberg,55.67662,12.53771,Entire home/apt,3086,3,7,2022-08-21,1.50,1,173,7,
50395262,Large balcony at an architects home,3888140,Sarah,,Frederiksberg,55.67498,12.5158,Entire home/apt,750,4,2,2022-03-30,0.32,1,0,2,
50396000,The backyard,14205037,Efrat,,Indre By,55.68462,12.5909,Entire home/apt,1700,1,5,2022-09-05,0.34,1,1,4,
50405075,Havudsigt midt i byen,13252880,Nynne,,Vesterbro-Kongens Enghave,55.64734,12.54817,Entire home/apt,1836,2,18,2022-08-22,1.17,1,305,14,
50405452,Private garden - Villa in Valby,1162404,Julie,,Valby,55.66383,12.5048,Entire home/apt,1190,3,3,2022-07-28,0.56,2,80,3,
50405501,Central Penthouse Flat w. Private Rooftop Terrace,88472927,Tobias,,Nrrebro,55.69491,12.54562,Entire home/apt,1500,5,7,2022-08-07,0.47,1,0,4,
50407939,2 Rooms spacious Appartment near to pub. transport,57222663,Tariqul,,Bispebjerg,55.70412,12.52967,Entire home/apt,550,30,0,,,3,0,0,
50409151,2-værelses lejlighed på Vesterbro med altan,407241469,Valdemar,,Vesterbro-Kongens Enghave,55.6687,12.54696,Entire home/apt,300,2,1,2021-07-28,0.07,1,0,0,
50409454,beautiful and cozy central apartment,6891626,Lærke,,sterbro,55.69922,12.58081,Entire home/apt,799,7,1,2022-07-20,0.44,1,8,1,
50410832,Large flat with sunny balcony and perfect location,229349881,Ida,,Vesterbro-Kongens Enghave,55.67203,12.55901,Entire home/apt,950,7,3,2022-05-21,0.21,1,9,2,
50411272,"Cosy, modern apartment in central Frederiksberg",30997780,Emilie,,Frederiksberg,55.68202,12.53441,Entire home/apt,900,2,18,2022-08-21,1.22,1,23,13,
50411817,Charming apartment in the heart of Copenhagen,188327037,Andreas,,Indre By,55.68984,12.57683,Entire home/apt,1500,2,3,2022-08-17,1.27,1,4,3,
50411914,Villa in central Valby,407261363,Lonni,,Valby,55.66656,12.50132,Entire home/apt,850,7,0,,,1,0,0,
50416765,Cosy flat in Nørrebro,43259120,Juliana Silje,,Nrrebro,55.69224,12.54519,Entire home/apt,1400,2,4,2022-08-22,0.82,1,155,4,
50417017,A lovely family home near the city and nature 😊,131049585,Maja,,Amager Vest,55.64427,12.58652,Entire home/apt,1090,1,4,2022-07-23,1.07,1,4,4,
50417241,Lys lejlighed centralt på Frederiksberg,36609091,Mathilde,,Frederiksberg,55.68058,12.52951,Entire home/apt,1500,3,14,2022-08-28,1.03,1,31,11,
50417349,Quiet Lakeside Penthouse w/ Comfy Beds & Balcony,1724648,Barrington,,Indre By,55.683392,12.563027,Entire home/apt,1471,2,27,2022-09-03,1.98,2,38,22,
50418938,Lejlighed midt i centrum,102739505,Jacqueline Renée,,Indre By,55.68552,12.56734,Entire home/apt,1250,2,2,2022-08-28,2,1,0,2,
50419369,Cozy and charming apartment in central Copenhagen,139811406,Laura,,Nrrebro,55.68504,12.55422,Entire home/apt,900,3,4,2021-12-06,0.34,1,0,4,
50425713,Cozy home in CPH - super central yet calm,5498192,Angela,,Frederiksberg,55.68475,12.54191,Entire home/apt,880,7,3,2021-08-02,0.21,1,0,0,
50428948,Modern apartment close to beach and metro,38363768,Søren,,Amager st,55.66457,12.62424,Entire home/apt,1000,4,0,,,1,0,0,
50431417,Good apartment for couples,76177231,Anna,,Valby,55.66745,12.51207,Entire home/apt,500,3,7,2022-07-31,0.47,1,0,5,
50436103,"Newly renovated apartment in 
Christianshavn",32567606,Lea & Christopher,,Indre By,55.67293,12.59372,Entire home/apt,1000,1,12,2022-09-18,0.86,1,6,11,
50437911,Roof-top appartment in the centre of Copenhagen,90546144,Camilla,,Vesterbro-Kongens Enghave,55.66578,12.54891,Entire home/apt,1200,2,14,2022-08-06,0.97,1,0,12,
50439808,Big very clean room,184612566,Sara,,Bispebjerg,55.70973,12.52961,Private room,425,1,15,2022-07-03,1.03,1,176,12,
50439884,Cozy 2-room flat in the coolest area of Copenhagen,222834,Lina,,Vesterbro-Kongens Enghave,55.66614,12.54086,Entire home/apt,610,7,11,2022-05-01,0.75,1,0,6,
50442237,Beautiful apartment in a prime cph location,19325147,Alina,,Nrrebro,55.68706,12.55014,Entire home/apt,1641,2,7,2022-09-11,1.89,1,127,7,
50449694,3 floor Penthouse in CPH most hyped area (1650 SF),354066853,The Mathew,,Nrrebro,55.69105,12.53853,Entire home/apt,2257,2,1,2022-06-06,0.27,3,320,1,
50453037,Adorable apartment right in the heart of Østerbro,16811496,Daniel,,sterbro,55.70825,12.57892,Entire home/apt,1021,5,0,,,1,0,0,
50462653,Live in one of Nørrebro’s rare historic buildings,106510542,Sofie,,Nrrebro,55.6917,12.55826,Entire home/apt,800,2,7,2022-09-01,0.51,1,0,5,
50473894,Charming two bedroom apartment with balconies,65700151,Amanda,,Bispebjerg,55.70132,12.524,Entire home/apt,599,4,0,,,1,0,0,
50474550,Lovely apartment in hip Nørrebro,26051423,Emma,,Nrrebro,55.69822,12.54503,Entire home/apt,700,3,6,2022-08-28,0.41,1,256,4,
50476362,Light and cozy apartment in hip neighbourhood,110429649,Christine,,Vesterbro-Kongens Enghave,55.66653,12.55552,Entire home/apt,899,3,1,2021-08-11,0.07,1,6,0,
50487809,Best location in town for Copenhagen family visit,57201561,Tenna,,Amager Vest,55.65438274950974,12.567336169311542,Entire home/apt,1724,2,2,2022-08-06,0.98,1,0,2,
50489226,Charming apartment in the heart of Copenhagen,22753229,Sigurd,,Indre By,55.681725,12.574051,Entire home/apt,1099,2,23,2022-09-19,4.29,1,0,23,
50495208,Hyggelig centralt placeret villa,128064241,Mette,,Amager Vest,55.64900024448331,12.610108964769093,Entire home/apt,2200,5,0,,,1,162,0,
50496807,Central apartment with two outdoor areas,407954834,Emma,,Nrrebro,55.69973,12.55311,Entire home/apt,1500,2,8,2022-08-10,0.54,1,266,5,
50504253,Lovely 3 bedroom family flat in a perfect location,182433332,Kordian,,sterbro,55.69811,12.57875,Entire home/apt,720,8,2,2022-08-01,0.14,1,0,1,
50505514,Moderne Lejlighed i kbh med udsigt til kanal,124666469,Ida,,Vesterbro-Kongens Enghave,55.6587,12.56109,Entire home/apt,900,5,2,2021-07-16,0.13,1,34,0,
50512455,Charming apartment in calm area of Copenhagen,11082202,Sara,,Nrrebro,55.70598,12.55504,Entire home/apt,899,7,1,2021-09-17,0.08,1,2,0,
50512623,"""Knasten"" - et arkitektonisk samlingssted",3210732,Mads Og Katharina,,Amager Vest,55.63733,12.58482,Entire home/apt,1500,5,3,2022-07-16,0.21,1,56,2,
50513637,190m2 harbour view apt. In the heart of CPH,407693115,Daniel,,Indre By,55.67217,12.57648,Entire home/apt,1850,2,24,2022-09-06,1.64,1,126,19,
50514387,Lovely 2-floor apt with roof terrace,4263007,Clara,,Nrrebro,55.69491,12.53787,Entire home/apt,680,3,6,2022-02-28,0.51,1,0,6,
50514493,Luksus lejlighed med nordens største tagterrasse,70662030,Mads,,Amager Vest,55.65839,12.56842,Entire home/apt,2000,7,0,,,1,0,0,
50516975,Bright and colourful flat with a stunning view,3963027,Celina,,sterbro,55.69535,12.5714,Entire home/apt,1100,5,4,2022-07-27,0.35,1,4,4,
50517964,"Cozy apartment, in the heart of Copenhagen S.",34886074,Ahmmad Reshad,,Amager st,55.65631,12.61341,Entire home/apt,599,4,22,2022-09-22,1.49,1,1,16,
50522746,"Lovely apartment, with lots of sun and a balcony.",408194248,Mads,,Bispebjerg,55.69994,12.52881,Entire home/apt,700,2,7,2022-08-12,0.46,1,208,5,
50524067,2 - room bedroom at Vesterbro,171411561,Amalie,,Vesterbro-Kongens Enghave,55.66551,12.55158,Entire home/apt,1250,3,0,,,1,4,0,
50525276,Lovely apartment in the heart of Østerbro,57994264,Miranda,,sterbro,55.7048,12.584,Entire home/apt,800,5,2,2021-08-22,0.14,1,0,0,
50529784,"Charming Vesterbro in CPH, 5 min. from Central St.",95309493,Martha,,Vesterbro-Kongens Enghave,55.67104,12.55835,Entire home/apt,1107,3,4,2022-09-18,1.71,1,124,4,
50532055,Private Room with Double Bed and work station,2309737,Hay,,Vesterbro-Kongens Enghave,55.66661,12.53666,Private room,800,1,1,2021-10-02,0.08,3,29,1,
50533250,Large Bright Flat close to everything,2309737,Hay,,Vesterbro-Kongens Enghave,55.66717,12.53511,Entire home/apt,1400,2,11,2022-08-19,0.95,3,32,11,
50535491,Dejlig par/familievenlig lejlighed tæt på strand ☀️,408310420,Tilde,,Amager st,55.66537,12.61987,Entire home/apt,686,4,1,2021-07-16,0.07,1,0,0,
50539547,Solrig lejlighed tæt på strand og metro,408338391,Jakob,,Amager st,55.65999,12.61264,Entire home/apt,500,1,0,,,1,0,0,
50540934,Lovely 1-bedroom with a million books.,79883673,Clara,,Vesterbro-Kongens Enghave,55.65135,12.52614,Entire home/apt,600,2,11,2022-09-19,0.89,1,10,10,
50541267,Colorful house close to city center of Copenhagen,67617239,Kim,,Valby,55.66772,12.50433,Entire home/apt,1500,5,0,,,1,0,0,
50541698,Modern penthouse with great view,26477555,Mikkel,,Vesterbro-Kongens Enghave,55.65055,12.5432,Entire home/apt,800,8,4,2022-05-29,0.33,1,0,3,
50543186,Charming family apartment in Frederiksberg C.,27247543,Sarah,,Frederiksberg,55.673653070401684,12.543303622944991,Entire home/apt,1250,2,3,2022-09-18,3,1,5,3,
50544060,"Central, moderne lejlighed med stor terrasse",87530009,Nikolaj,,Amager Vest,55.6682,12.5815,Entire home/apt,2156,2,3,2022-08-21,0.58,1,0,3,
50544577,Charming home in the canal district of Copenhagen,5428428,Troels,,Vesterbro-Kongens Enghave,55.64402,12.55028,Entire home/apt,754,3,5,2022-07-20,0.34,1,0,3,
50546378,Hyggelig lejlighed på skønne Nørrebro,29319597,Heidrun I.,,Nrrebro,55.693565,12.55193,Entire home/apt,725,3,2,2022-07-24,0.81,1,4,2,
50547893,Big apartment with two balconies,111086467,Freja,,Bispebjerg,55.70330909608641,12.528089524417714,Entire home/apt,750,1,1,2022-09-14,1,1,0,1,
50554047,Lys lejlighed med stort køkken & bad samt gårdhave,332871220,Nadia,,Amager Vest,55.65621,12.6043,Entire home/apt,550,2,2,2021-07-14,0.14,1,0,0,
50555253,"Spacious, cozy and child friendly apartment",39674319,Sofie,,Indre By,55.68124,12.5641,Entire home/apt,968,4,5,2022-08-06,0.35,1,213,4,
50558041,Cozy apartment with balcony,16432603,Marit,,Vesterbro-Kongens Enghave,55.67072,12.54032,Entire home/apt,800,2,9,2022-09-19,1.69,1,0,9,
50566906,Renovated and personalised flat @ buzzing Nørrebro,57980323,Patricia,,Nrrebro,55.69921,12.53913,Entire home/apt,1100,2,19,2022-09-10,1.26,1,357,10,
50570125,Hyggelig lille studio lejlighed i hjertet af KBH,91466032,Oline,,Nrrebro,55.69145,12.56087,Entire home/apt,900,2,7,2022-08-21,0.48,1,271,3,
50570187,"Apartment near the beach, metro and city",80689405,Rasmus,,Amager st,55.66369,12.61503,Entire home/apt,800,3,6,2022-08-28,0.40,1,0,3,
50572737,Cozy little apartment at lovely Islands Brygge,402360418,Louis,,Amager Vest,55.66628,12.57641,Entire home/apt,800,4,2,2022-07-16,0.71,1,25,2,
50579790,Lovely apartpent in the urban part of Copenhagen,254850598,Laura,,Bispebjerg,55.70032,12.52944,Entire home/apt,602,4,1,2021-08-16,0.07,1,300,0,
50580398,"Green, Good and Genuinely Copenhagen",77464960,Stine,,Nrrebro,55.68675,12.55401,Entire home/apt,1314,2,24,2022-09-18,1.66,1,29,13,
50584277,Wonderful view and close to the city center,197111663,Kira,,Amager Vest,55.66063,12.58661,Entire home/apt,400,30,0,,,1,0,0,
50586972,Hyggelig central lejlighed,403084662,Cecilie,,Amager st,55.66532,12.60026,Entire home/apt,779,4,4,2022-08-19,0.47,1,27,4,
50588600,Amazing apartment in the center of Copenhagen,30873678,Joachim,,Indre By,55.6851,12.58742,Entire home/apt,1571,2,16,2022-08-28,1.11,1,77,12,
50590042,"Cosy, big apartment with 2 balconies and sea view",11793973,Kristoffer,,Vesterbro-Kongens Enghave,55.65919,12.56166,Entire home/apt,900,3,6,2022-07-17,0.60,1,23,6,
50591876,"Cool apartment close to the beach, metro & centre",51122792,Anne,,Amager st,55.66467,12.61049,Entire home/apt,700,2,2,2022-07-19,0.14,1,0,1,
50592698,5 beds in the heart of Copenhagen. 1000 kr,14573659,Naja,,Vesterbro-Kongens Enghave,55.66571,12.54802,Entire home/apt,1000,2,4,2022-07-26,0.35,1,5,4,
50593016,Comfortable room in a good locarion,80395484,Ismail,,Vanlse,55.69925,12.50969,Private room,185,15,0,,,1,0,0,
50603524,"Lejlighed ved søerne, centralt på Østerbro",148015372,Camille,,sterbro,55.69999,12.58068,Entire home/apt,1000,147,2,2022-04-10,0.15,1,119,1,
50605884,Skøn familievenlig lejlighed i hjertet af Nørrebro,181221930,Jeppe,,Nrrebro,55.69133,12.55783,Entire home/apt,1500,2,3,2022-08-08,1.07,1,4,3,
50606020,Lys lejlighed i hjertet af København ved søerne,55804964,Siw,,Indre By,55.69219,12.57759,Entire home/apt,900,2,0,,,1,0,0,
50607759,Apartment with seaview - 10 minutes to inner city,408849367,Sara,,Amager st,55.66505,12.62846,Entire home/apt,795,2,4,2021-09-22,0.28,2,0,0,
50607932,"Cozy apartment in Jægersborggade, Nørrebro",34919858,Cecilie,,Nrrebro,55.69195,12.54471,Entire home/apt,850,3,8,2022-07-24,0.56,1,0,3,
50613369,Spacious apartment in the heart of Copenhagen,366093873,Niels,,Indre By,55.68755,12.56636,Entire home/apt,1918,2,32,2022-09-18,2.28,1,232,25,
50613909,"Skøn lejlighed på Østerbro, København",187312320,Zoé,,sterbro,55.69897,12.59042,Entire home/apt,470,2,1,2022-01-15,0.12,1,0,1,
50616894,Lækker villalejlighed tæt på centrum og strand,22089764,Søren,,Amager st,55.6473,12.6187,Entire home/apt,900,1,1,2021-07-06,0.07,1,0,0,
50617200,Lys lejlighed tæt på Vesterbro og Kbh centrum,62748078,Jonas,,Vesterbro-Kongens Enghave,55.65735,12.5354,Entire home/apt,942,4,13,2022-01-03,0.88,1,0,5,
50617299,Charming 2b family-friendly apartment in Vesterbro,20464445,Peter,,Vesterbro-Kongens Enghave,55.66799,12.55709,Entire home/apt,1033,9,6,2022-01-30,0.42,1,86,4,
50619230,Centralt beliggende lejlighed midt på Nørrebro,92464268,Anna,,Nrrebro,55.69966,12.54437,Entire home/apt,1500,3,3,2021-08-15,0.21,1,356,0,
50619903,Classic Copenhagen apartment close to everything,35146927,Christoffer,,Frederiksberg,55.67974,12.52394,Entire home/apt,609,3,11,2022-07-12,0.74,1,7,8,
50626141,Spend the Summer by the beach & city - own garden,25184810,Helle,,Amager st,55.66034,12.62993,Entire home/apt,1000,5,1,2021-08-03,0.07,1,0,0,
50629328,Lake view - beautiful & spacious flat in centre,193271707,Rachel,,Indre By,55.68412,12.5642,Entire home/apt,1493,4,7,2022-08-04,0.49,1,3,4,
50629987,Sunny two-bedroom apartment in Amagerbro,14262464,Elke,,Amager Vest,55.6557,12.60131,Entire home/apt,800,3,0,,,1,0,0,
50635077,Luxurious apartment w. 2 private balconies,7195069,Thomas,,sterbro,55.70864,12.58653,Entire home/apt,1650,5,3,2021-09-08,0.22,1,0,0,
50635459,Luksus lejlighed i København lige ved vandet,409109470,Simon,,Vesterbro-Kongens Enghave,55.64535,12.55207,Entire home/apt,993,3,0,,,1,0,0,
50637854,Bright 2-room apartment in Copenhagen N.,125182665,Selin,,Nrrebro,55.69285,12.55079,Entire home/apt,1090,4,15,2022-07-02,1.07,1,0,10,
50647115,Skøn lejlighed med udsigt,3325650,Mariann,,Vesterbro-Kongens Enghave,55.65807,12.56156,Entire home/apt,950,4,7,2022-01-31,0.54,1,22,5,
50647913,"Super quite & central, 3 room with two balconies.",24072479,Anastasia,,Frederiksberg,55.67879,12.54761,Entire home/apt,950,1,3,2022-08-04,0.21,1,0,1,
50656025,Skøn lejlighed med stor altan tæt på stranden,42114785,Amalie,,Amager st,55.6516,12.61387,Entire home/apt,395,7,6,2022-08-21,0.49,1,35,5,
50657685,Unik familiebolig med smukke kroge inde og ude,29045832,Maja,,Brnshj-Husum,55.71364,12.51032,Entire home/apt,750,4,3,2022-07-23,0.21,1,0,2,
50668030,Villa i Kbh med 800m til strand+legeplads i haven,1732521,Ulrich,,Amager st,55.64787,12.62814,Entire home/apt,1300,3,4,2022-07-29,0.27,1,271,2,
50669859,Skøn lejlighed med gårdhave,4939303,Anne Sofie,,Nrrebro,55.69889,12.53889,Entire home/apt,450,3,2,2021-07-14,0.13,1,0,0,
50670754,Penthouse apartment in the heart of Copenhagen,67853681,Gustav,,Indre By,55.68321,12.56404,Entire home/apt,2500,3,14,2022-08-20,1.00,1,359,11,
50672835,Light-filled designer apartment in inner Nørrebro,33889933,Mikaela,,Nrrebro,55.68907,12.54707,Entire home/apt,940,10,1,2022-02-21,0.14,1,65,1,
50672895,Skøn lejlighed i København,409413477,Simone,,Valby,55.66673,12.51907,Entire home/apt,1200,3,11,2022-09-11,0.76,1,8,5,
50673361,Moderne og hyggelig  lejlighed i centrum af Cph,1271108,Mikkel Blaabjerg,,Frederiksberg,55.67466,12.54339,Entire home/apt,850,5,4,2022-08-02,0.28,1,0,3,
50675828,Dejligt rækkehus med gratis parkering tæt på byen,409497347,Unn,,Amager Vest,55.64268,12.60702,Entire home/apt,953,3,5,2022-04-18,0.35,1,0,2,
50676024,"Hyggelig lejlighed tæt på strand, centrum & metro",270232338,Malou,,Amager st,55.66205,12.6118,Entire home/apt,720,3,0,,,1,0,0,
50678739,Skøn og lys 2v lejlighed på ydre Nørrebro,224361903,Sissel,,Bispebjerg,55.69986,12.53127,Entire home/apt,495,1,10,2022-09-11,0.68,1,4,7,
50687781,Vidunderligt hus med pejs. 2 min. fra Metro.,2606506,Tobias,,Amager Vest,55.64536,12.59026,Entire home/apt,950,4,7,2022-07-26,0.94,1,121,7,
50688449,Lejlighed ved vandet,6310083,Fie,,Amager Vest,55.6672,12.57668,Entire home/apt,977,3,3,2022-07-28,0.48,1,80,3,
50691627,Charming old apartment in central Copenhagen,136778585,Kirstine,,Indre By,55.67746,12.58386,Entire home/apt,1200,2,25,2022-09-15,1.80,1,0,21,
50693996,Bright apartment near cph central station,38479291,Nanna,,Vesterbro-Kongens Enghave,55.66933,12.55062,Entire home/apt,1150,3,5,2022-08-14,0.36,1,3,4,
50696401,Charming 2 bedroom flat in authentic Christianhavn,48148236,Pierre,,Indre By,55.67484,12.59914,Entire home/apt,1300,5,7,2022-07-30,0.48,1,11,4,
50698078,Cozy and big double floor flat in Vestebro,200330524,Ida Moro,,Vesterbro-Kongens Enghave,55.66416,12.54468,Entire home/apt,1400,4,2,2022-08-12,0.15,1,30,1,
